employee_id,store_id,employee_name,role,hourly_wage_mxn,max_weekly_hours,is_strike_force,secondary_role
E00055,S001,Cristal Conchita Zúñiga Rael,Stock,65.0,40,0,None
E00056,S001,Aurelio Aparicio Pulido,Floor,70.0,40,0,None
E00057,S001,Diana Téllez Sevilla,Stock,65.0,40,0,None
E00058,S001,Soledad Mercedes Tamayo Ruiz,Floor,70.0,40,0,None
E00059,S001,Ing. Socorro Zavala,Customer Service,85.0,40,0,None
E00060,S001,Lic. Eugenia Casares,Stock,65.0,40,0,None
E00061,S001,Timoteo Abelardo Merino,Floor,70.0,40,0,None
E00062,S001,Rufino Dávila García,Supervisor,120.0,40,0,None
E00063,S001,Rebeca de Anda,Floor,78.4,40,1,Cashier
E00064,S001,Gerónimo Gabino Urías Reyna,Stock,65.0,40,0,None
E00065,S001,Emilia Sara Colunga Villanueva,Floor,70.0,40,0,None
E00066,S001,Celia Florencia Fuentes Solano,Stock,65.0,40,0,None
E00067,S001,Helena Natalia Ontiveros Zedillo,Stock,65.0,40,0,None
E00068,S001,Dr. Claudio Henríquez,Floor,70.0,40,0,None
E00069,S001,Úrsula Orta,Floor,70.0,40,0,None
E00070,S001,Dr. Ernesto Niño,Supervisor,120.0,40,0,None
E00071,S001,Luis Andrés Aponte Manzanares,Supervisor,120.0,40,0,None
E00072,S001,Jos Navarro Menéndez,Cashier,84.0,40,1,Floor
E00073,S001,Lorena Teresa Cruz Zayas,Stock,65.0,40,0,None
E00074,S001,Maximiliano Darío Zayas Fuentes,Cashier,75.0,40,0,None
E00075,S001,Dolores Berta Calderón Véliz,Cashier,84.0,40,1,Floor
E00076,S001,Zeferino Marco Antonio Montes Robledo,Floor,70.0,40,0,None
E00077,S001,Jaime Eugenio Sánchez,Cashier,84.0,40,1,Floor
E00078,S001,Lic. Socorro Corral,Customer Service,85.0,40,0,None
E00079,S001,Guillermina Hernandes,Cashier,75.0,40,0,None
E00080,S001,Francisca Yolanda Carrión,Customer Service,85.0,40,0,None
E00081,S002,Martha Guevara,Cashier,84.0,40,1,Floor
E00082,S002,Felix Germán Hidalgo,Stock,65.0,40,0,None
E00083,S002,Dulce María Andrea Aguirre,Stock,65.0,40,0,None
E00084,S002,Hugo Elias Montoya Rodríquez,Floor,70.0,40,0,None
E00085,S002,José Manuél Elias Matos Lemus,Floor,78.4,40,1,Cashier
E00086,S002,Karina Matos,Stock,65.0,40,0,None
E00087,S002,Maximiliano Galindo Manzanares,Supervisor,120.0,40,0,None
E00088,S002,Rodolfo Jasso,Stock,65.0,40,0,None
E00089,S002,Eloisa Matos Rolón,Cashier,75.0,40,0,None
E00090,S002,Horacio Borrego Dávila,Stock,65.0,40,0,None
E00091,S002,Eugenio Castillo,Floor,70.0,40,0,None
E00092,S002,Dra. Rebeca Alfaro,Cashier,75.0,40,0,None
E00093,S002,Andrea Enríquez,Floor,70.0,40,0,None
E00094,S002,Miriam Berta Aranda,Stock,65.0,40,0,None
E00095,S002,Cristal Durán,Customer Service,85.0,40,0,None
E00096,S002,Daniel Angulo,Stock,65.0,40,0,None
E00097,S002,Dr. José Eduardo Rodarte,Customer Service,85.0,40,0,None
E00098,S002,Srita. Rosalia Cedillo,Cashier,75.0,40,0,None
E00099,S002,Minerva Narváez,Cashier,75.0,40,0,None
E00100,S002,Liliana Diana Cotto Romo,Floor,70.0,40,0,None
E00101,S002,Aldo Arturo Esquibel,Cashier,84.0,40,1,Floor
E00102,S002,Conchita Anabel Zamora,Floor,70.0,40,0,None
E00103,S002,Yuridia Corona de la O,Cashier,75.0,40,0,None
E00104,S002,Ing. Héctor Carrera,Customer Service,85.0,40,0,None
E00105,S002,Rosa Altamirano,Stock,65.0,40,0,None
E00106,S002,Magdalena Salcedo,Stock,65.0,40,0,None
E00107,S002,Karla Elisa Luna,Floor,70.0,40,0,None
E00108,S002,Martín Flavio Escobar Ferrer,Supervisor,120.0,40,0,None
E00109,S002,Miriam Ana Luisa Alfaro,Cashier,75.0,40,0,None
E00110,S002,Perla Hermelinda Maya,Customer Service,85.0,40,0,None
E00111,S002,Sr. Gustavo Lucio,Floor,70.0,40,0,None
E00112,S002,Alejandra Graciela Montañez Collazo,Stock,65.0,40,0,None
E00113,S002,Enrique Aranda,Floor,70.0,40,0,None
E00114,S002,Eva Mata,Floor,70.0,40,0,None
E00115,S002,Miguel Escobar,Stock,65.0,40,0,None
E00116,S002,Germán Oswaldo Mojica Perales,Stock,65.0,40,0,None
E00117,S002,Gabino Cristobal Godínez Verduzco,Floor,78.4,40,1,Cashier
E00118,S002,Gabriela Mitzy Alvarado,Cashier,75.0,40,0,None
E00119,S002,Antonio Chacón,Supervisor,120.0,40,0,None
E00120,S002,Rocío Ocampo,Stock,65.0,40,0,None
E00121,S002,Jonás Bernardo Espinosa Lucero,Cashier,84.0,40,1,Floor
E00122,S002,Jesús Quezada,Cashier,75.0,40,0,None
E00123,S002,Leonel César Barreto,Cashier,75.0,40,0,None
E00124,S002,Ignacio Eduardo Laureano Palomo,Cashier,75.0,40,0,None
E00125,S002,José Manuél Silvano Avilés Madera,Floor,70.0,40,0,None
E00126,S002,Marcos Monroy Ojeda,Cashier,75.0,40,0,None
E00127,S002,Lic. Emilio Cervantes,Stock,65.0,40,0,None
E00128,S002,Dulce María Segura Garibay,Cashier,75.0,40,0,None
E00129,S002,Claudia Celia Montemayor Jimínez,Cashier,75.0,40,0,None
E00130,S002,Violeta Niño Mayorga,Floor,70.0,40,0,None
E00131,S002,Humberto Modesto Guillen Reyes,Cashier,84.0,40,1,Floor
E00132,S002,Esparta Terán Lara,Floor,70.0,40,0,None
E00133,S002,Oswaldo Serrato Sepúlveda,Cashier,75.0,40,0,None
E00134,S002,Juan Carlos Páez,Customer Service,85.0,40,0,None
E00135,S002,Nicolás Escamilla,Floor,70.0,40,0,None
E00136,S002,Samuel Montaño Lucio,Customer Service,85.0,40,0,None
E00137,S002,María Elena Delia Garica,Stock,65.0,40,0,None
E00138,S002,Sra. Marisol Ledesma,Cashier,75.0,40,0,None
E00139,S002,Aurelio Eric Rivera,Floor,70.0,40,0,None
E00140,S002,Alvaro Franco,Cashier,75.0,40,0,None
E00141,S002,Lucía Lozada,Cashier,75.0,40,0,None
E00142,S002,Sra. Rebeca Casas,Cashier,75.0,40,0,None
E00143,S002,Ing. Adela de la Rosa,Floor,78.4,40,1,Cashier
E00144,S002,Porfirio Reyna Piña,Customer Service,85.0,40,0,None
E00145,S002,Asunción Estela Colunga,Cashier,75.0,40,0,None
E00146,S002,Abril Guadalupe Salgado Serrano,Cashier,84.0,40,1,Floor
E00147,S002,Marco Antonio Ramiro Arteaga,Customer Service,85.0,40,0,None
E00148,S002,Salvador Ernesto Lugo,Floor,70.0,40,0,None
E00149,S002,Sr. Clemente Blanco,Cashier,84.0,40,1,Floor
E00150,S002,Srita. Reina Espinoza,Cashier,84.0,40,1,Floor
E00151,S002,Timoteo Malave Pérez,Cashier,75.0,40,0,None
E00152,S002,Ruby Lilia Casas,Cashier,75.0,40,0,None
E00153,S002,Sra. Lilia Castro,Cashier,75.0,40,0,None
E00154,S002,Ana Micaela Madrid Murillo,Floor,70.0,40,0,None
E00155,S002,Lic. Susana Núñez,Floor,70.0,40,0,None
E00156,S002,Julia Guadalupe Olvera,Stock,65.0,40,0,None
E00157,S002,Sra. Gloria Garica,Customer Service,85.0,40,0,None
E00158,S002,Oswaldo Clemente Cabrera Valdez,Floor,70.0,40,0,None
E00159,S002,Genaro Augusto Parra Dávila,Floor,70.0,40,0,None
E00160,S002,Teodoro Mauro Bahena Almanza,Stock,65.0,40,0,None
E00161,S003,Florencia Susana Cardona,Cashier,75.0,40,0,None
E00162,S003,Mauricio Padilla Luevano,Cashier,84.0,40,1,Floor
E00163,S003,Lic. Fabiola Gurule,Cashier,75.0,40,0,None
E00164,S003,Genaro Miguel Ángel Montenegro Limón,Floor,78.4,40,1,Cashier
E00165,S003,Adán Peña,Floor,70.0,40,0,None
E00166,S003,Sra. Abril Orta,Cashier,84.0,40,1,Floor
E00167,S003,José María Raúl Reyes Bernal,Stock,65.0,40,0,None
E00168,S003,Sra. Guillermina Cano,Cashier,75.0,40,0,None
E00169,S003,Dra. Cecilia Rosales,Stock,65.0,40,0,None
E00170,S003,Ing. José Manuél Saldaña,Cashier,75.0,40,0,None
E00171,S003,Esteban Alfonso Frías Hidalgo,Floor,70.0,40,0,None
E00172,S003,Ing. Lorena de la Fuente,Supervisor,120.0,40,0,None
E00173,S003,Emilio del Río Becerra,Stock,65.0,40,0,None
E00174,S003,Ramón Rosales Canales,Floor,70.0,40,0,None
E00175,S003,Karina Cervantes,Floor,70.0,40,0,None
E00176,S003,Emiliano Henríquez Quiñones,Stock,65.0,40,0,None
E00177,S003,Pilar Trinidad Parra,Customer Service,85.0,40,0,None
E00178,S003,Germán Quintanilla Saldaña,Cashier,75.0,40,0,None
E00179,S003,Wilfrido Emiliano Vera,Floor,78.4,40,1,Cashier
E00180,S003,Lic. Uriel Cordero,Stock,65.0,40,0,None
E00181,S003,Mariana Casas Puente,Floor,70.0,40,0,None
E00182,S003,Jorge Luis Patiño,Customer Service,85.0,40,0,None
E00183,S003,Adela Carmen Hernández Meraz,Cashier,75.0,40,0,None
E00184,S003,Ing. Juana Cortés,Stock,65.0,40,0,None
E00185,S003,Vicente Prado,Supervisor,120.0,40,0,None
E00186,S003,Tania Huerta,Cashier,84.0,40,1,Floor
E00187,S003,Elvira Leonor de León Castillo,Stock,65.0,40,0,None
E00188,S003,María Eugenia Leiva Mondragón,Supervisor,120.0,40,0,None
E00189,S003,Reynaldo Aragón Meraz,Floor,70.0,40,0,None
E00190,S003,Hilda Zamudio Barajas,Floor,78.4,40,1,Cashier
E00191,S003,Srita. Helena Ramos,Floor,78.4,40,1,Cashier
E00192,S003,Srita. Ángela Casárez,Floor,70.0,40,0,None
E00193,S003,María Marisol Velásquez,Floor,70.0,40,0,None
E00194,S003,Sra. Frida Salas,Cashier,75.0,40,0,None
E00195,S003,Serafín Alberto Olvera Cardona,Floor,70.0,40,0,None
E00196,S003,Margarita Asunción Mateo Puga,Cashier,75.0,40,0,None
E00197,S003,Modesto Jacinto del Río Alfaro,Floor,70.0,40,0,None
E00198,S003,Mariana Noemí Quintanilla,Cashier,75.0,40,0,None
E00199,S003,Teresa Karina Cabrera,Stock,65.0,40,0,None
E00200,S003,Berta Magaña Cordero,Stock,65.0,40,0,None
E00201,S003,Dr. Uriel Ibarra,Floor,78.4,40,1,Cashier
E00202,S003,Cecilia Becerra,Floor,70.0,40,0,None
E00203,S003,Asunción Teresa Reséndez Patiño,Floor,70.0,40,0,None
E00204,S003,Jos Arevalo,Floor,70.0,40,0,None
E00205,S003,Dra. Isabela Luna,Stock,65.0,40,0,None
E00206,S003,Jesús Matos Trejo,Floor,70.0,40,0,None
E00207,S003,Lic. Miriam Arteaga,Supervisor,120.0,40,0,None
E00208,S003,Lic. Flavio Merino,Stock,65.0,40,0,None
E00209,S003,Antonio Diego Robles Mayorga,Cashier,75.0,40,0,None
E00210,S003,Minerva Arredondo,Customer Service,85.0,40,0,None
E00211,S003,Felipe Gabino Collado,Cashier,75.0,40,0,None
E00212,S003,Sr. José Luis Enríquez,Floor,70.0,40,0,None
E00213,S003,Eloy Villarreal Esquivel,Stock,65.0,40,0,None
E00214,S003,Eric Mendoza,Floor,70.0,40,0,None
E00215,S003,Abel Alfonso Ibarra,Cashier,75.0,40,0,None
E00216,S003,Lourdes Benavides,Stock,65.0,40,0,None
E00217,S003,Cynthia María José Aguirre,Floor,70.0,40,0,None
E00218,S003,Esther Tamayo Villa,Floor,70.0,40,0,None
E00219,S003,Sr. Benjamín Carrasco,Stock,65.0,40,0,None
E00220,S003,Lic. Hilda Bahena,Supervisor,120.0,40,0,None
E00221,S003,Joaquín Villegas,Floor,70.0,40,0,None
E00222,S003,Violeta Frida Reyes,Cashier,84.0,40,1,Floor
E00223,S003,Jerónimo Gilberto Cardona,Cashier,75.0,40,0,None
E00224,S003,Ing. Reynaldo Chávez,Cashier,75.0,40,0,None
E00225,S003,Ing. Lucía Escobar,Stock,65.0,40,0,None
E00226,S003,Germán Baca Juárez,Customer Service,85.0,40,0,None
E00227,S003,Aldonza Rojo Correa,Cashier,75.0,40,0,None
E00228,S003,Rafaél Cisneros,Stock,65.0,40,0,None
E00229,S003,Ivonne Anel Tamayo Toledo,Supervisor,120.0,40,0,None
E00230,S003,Genaro Modesto Contreras Valencia,Stock,65.0,40,0,None
E00231,S003,Sra. Aurora Blanco,Floor,70.0,40,0,None
E00232,S003,Dra. Yeni Crespo,Stock,65.0,40,0,None
E00233,S003,Ariadna Ana Niño Alarcón,Stock,65.0,40,0,None
E00234,S003,Roberto Vergara Montez,Customer Service,85.0,40,0,None
E00235,S003,Evelio Bruno Garrido,Cashier,75.0,40,0,None
E00236,S003,Marisol Daniela Jaimes,Stock,65.0,40,0,None
E00237,S003,María Teresa Grijalva Mojica,Cashier,75.0,40,0,None
E00238,S003,David Flórez,Cashier,75.0,40,0,None
E00239,S003,Irma Patricia Arroyo,Floor,78.4,40,1,Cashier
E00240,S003,Teresa Véliz Galarza,Customer Service,85.0,40,0,None
E00241,S004,Hermelinda Vanesa de Jesús,Floor,70.0,40,0,None
E00242,S004,Socorro Isabela Cantú,Cashier,75.0,40,0,None
E00243,S004,Amador Oswaldo Tejeda Escamilla,Cashier,75.0,40,0,None
E00244,S004,Joaquín Mauro Sanches,Cashier,84.0,40,1,Floor
E00245,S004,Yuridia Briseño Canales,Cashier,75.0,40,0,None
E00246,S004,Tomás Marrero Echeverría,Customer Service,85.0,40,0,None
E00247,S004,Elvira Orosco Cabán,Supervisor,120.0,40,0,None
E00248,S004,Wendolin Lourdes Rivero Muñoz,Supervisor,120.0,40,0,None
E00249,S004,Fidel Munguía Olivera,Stock,65.0,40,0,None
E00250,S004,Natalia Mondragón,Supervisor,120.0,40,0,None
E00251,S004,Zacarías Germán Alonzo Arguello,Cashier,75.0,40,0,None
E00252,S004,Judith Elvira Urbina Ojeda,Floor,70.0,40,0,None
E00253,S004,Pedro Guerra,Floor,70.0,40,0,None
E00254,S004,Alejandro Felipe Navarro Manzanares,Cashier,75.0,40,0,None
E00255,S004,Omar Olvera Limón,Floor,78.4,40,1,Cashier
E00256,S004,Srita. Rosa Cuellar,Floor,70.0,40,0,None
E00257,S004,Sr. Octavio Ornelas,Floor,70.0,40,0,None
E00258,S004,Citlali Magdalena Esparza,Customer Service,85.0,40,0,None
E00259,S004,Sra. Eugenia Alcaraz,Floor,70.0,40,0,None
E00260,S004,Citlali Sepúlveda,Floor,78.4,40,1,Cashier
E00261,S004,Leonel Elias Sisneros,Cashier,75.0,40,0,None
E00262,S004,Marcela Estrada Pineda,Supervisor,120.0,40,0,None
E00263,S004,Juan Rendón Vergara,Stock,65.0,40,0,None
E00264,S004,Camila Monroy,Cashier,84.0,40,1,Floor
E00265,S004,Bernardo Aurelio Solorio,Supervisor,120.0,40,0,None
E00266,S004,Juan Carlos Rolando Palacios,Supervisor,120.0,40,0,None
E00267,S004,Eloisa Estefanía Vaca Padilla,Stock,65.0,40,0,None
E00268,S004,Asunción Esquivel,Supervisor,120.0,40,0,None
E00269,S004,Ing. Zacarías Quintanilla,Floor,78.4,40,1,Cashier
E00270,S004,Leticia Adriana Esparza Reséndez,Floor,78.4,40,1,Cashier
E00271,S004,María Eugenia Lourdes Alcántar Gallardo,Floor,70.0,40,0,None
E00272,S004,Alicia Moreno,Supervisor,120.0,40,0,None
E00273,S004,Elvira Cabán,Cashier,75.0,40,0,None
E00274,S004,Angélica Gil,Cashier,84.0,40,1,Floor
E00275,S004,Pedro Rosario Laureano,Floor,70.0,40,0,None
E00276,S004,Elvira Balderas,Cashier,75.0,40,0,None
E00277,S004,Camilo Luevano Sotelo,Cashier,75.0,40,0,None
E00278,S004,Georgina María Eugenia Sepúlveda,Cashier,75.0,40,0,None
E00279,S004,Roberto Germán Alonzo Madera,Supervisor,120.0,40,0,None
E00280,S004,Nicolás Berríos Madrigal,Cashier,75.0,40,0,None
E00281,S004,Eric Suárez Vargas,Cashier,75.0,40,0,None
E00282,S004,Mauro Silvano Zapata Aguilera,Customer Service,85.0,40,0,None
E00283,S004,Paola Medina Lucero,Cashier,75.0,40,0,None
E00284,S004,Mercedes Virginia Hernádez,Cashier,75.0,40,0,None
E00285,S004,Wilfrido Francisco Henríquez,Cashier,75.0,40,0,None
E00286,S004,Gerónimo del Río Dueñas,Customer Service,85.0,40,0,None
E00287,S004,Esteban Hernádez,Cashier,84.0,40,1,Floor
E00288,S004,María Susana Díaz Reséndez,Supervisor,120.0,40,0,None
E00289,S004,Alicia Socorro Mascareñas Peres,Cashier,75.0,40,0,None
E00290,S004,Ing. Esperanza Zayas,Stock,65.0,40,0,None
E00291,S004,Horacio Porfirio Lozano Pacheco,Cashier,75.0,40,0,None
E00292,S004,Abraham Haro,Cashier,75.0,40,0,None
E00293,S004,Uriel Carrero,Floor,70.0,40,0,None
E00294,S004,Estela María Eugenia Córdova,Stock,65.0,40,0,None
E00295,S004,Amalia Huerta Palomino,Floor,70.0,40,0,None
E00296,S004,Raquel Victoria Chavarría Gallardo,Floor,70.0,40,0,None
E00297,S004,Luis Manuel Caballero,Cashier,75.0,40,0,None
E00298,S004,Irene Rivera,Cashier,75.0,40,0,None
E00299,S004,Dra. Marcela Aparicio,Floor,70.0,40,0,None
E00300,S004,Alfonso Alejandro Cisneros Ocampo,Stock,65.0,40,0,None
E00301,S004,Aldo Ballesteros Carvajal,Customer Service,85.0,40,0,None
E00302,S004,Ing. Susana Alcala,Stock,65.0,40,0,None
E00303,S004,Jorge Luis de la Torre,Stock,65.0,40,0,None
E00304,S004,Adán Aldo Vanegas Carrero,Floor,70.0,40,0,None
E00305,S004,Florencia Marcela Ponce Navarro,Stock,65.0,40,0,None
E00306,S004,Jaqueline Esperanza Delgado Barreto,Cashier,84.0,40,1,Floor
E00307,S004,Sr. Pascual Gonzales,Cashier,75.0,40,0,None
E00308,S004,Magdalena Frida Bahena Dueñas,Stock,65.0,40,0,None
E00309,S004,Sr. Sergio Badillo,Stock,65.0,40,0,None
E00310,S004,Linda Pedraza Arellano,Supervisor,120.0,40,0,None
E00311,S004,Isabela Pérez Valdivia,Stock,65.0,40,0,None
E00312,S004,Gabriel Benítez,Cashier,75.0,40,0,None
E00313,S004,Oswaldo Javier Ochoa,Stock,65.0,40,0,None
E00314,S004,Flavio Guardado,Stock,65.0,40,0,None
E00315,S004,Juan Carlos Elias Fierro Trujillo,Cashier,75.0,40,0,None
E00316,S004,Iván Alberto Leiva,Stock,65.0,40,0,None
E00317,S004,Dr. Sergio Beltrán,Cashier,84.0,40,1,Floor
E00318,S004,Dr. Rodolfo Treviño,Floor,70.0,40,0,None
E00319,S004,Asunción Martha Zedillo,Floor,70.0,40,0,None
E00320,S004,Lic. Anel Robles,Customer Service,85.0,40,0,None
E00321,S005,Sr. Mario Razo,Floor,70.0,40,0,None
E00322,S005,Lic. Soledad Molina,Cashier,75.0,40,0,None
E00323,S005,Hugo Viera,Cashier,75.0,40,0,None
E00324,S005,Timoteo Flavio Enríquez Quesada,Cashier,75.0,40,0,None
E00325,S005,Dr. Teodoro Tello,Cashier,75.0,40,0,None
E00326,S005,Josefina Laura Marroquín,Stock,65.0,40,0,None
E00327,S005,Srita. Linda Cardona,Cashier,75.0,40,0,None
E00328,S005,Germán Cintrón Enríquez,Supervisor,120.0,40,0,None
E00329,S005,Victoria Dulce María Durán Molina,Floor,78.4,40,1,Cashier
E00330,S005,Raquel Frías,Cashier,84.0,40,1,Floor
E00331,S005,José Luis Morales Tello,Stock,65.0,40,0,None
E00332,S005,Adela Virginia Sandoval Calvillo,Floor,70.0,40,0,None
E00333,S005,Raquel Martínez Feliciano,Supervisor,120.0,40,0,None
E00334,S005,Lic. Guillermo Ramos,Supervisor,120.0,40,0,None
E00335,S005,Srita. Yuridia Cabrera,Customer Service,85.0,40,0,None
E00336,S005,Ramón Vásquez,Stock,65.0,40,0,None
E00337,S005,Benito Rivas,Stock,65.0,40,0,None
E00338,S005,Rebeca Cortez Navarrete,Cashier,84.0,40,1,Floor
E00339,S005,Jacinto Ramírez,Cashier,75.0,40,0,None
E00340,S005,Micaela Segovia,Cashier,75.0,40,0,None
E00341,S005,Juan Saavedra de León,Floor,78.4,40,1,Cashier
E00342,S005,Violeta Pineda Armendáriz,Floor,78.4,40,1,Cashier
E00343,S005,Liliana Camila Olivárez,Floor,70.0,40,0,None
E00344,S005,Nelly Cristal Aparicio Ayala,Cashier,84.0,40,1,Floor
E00345,S005,Sr. Gregorio Martínez,Customer Service,85.0,40,0,None
E00346,S005,Gabriel Gollum,Floor,70.0,40,0,None
E00347,S005,María Teresa Alfaro,Stock,65.0,40,0,None
E00348,S005,Serafín Miguel Manzanares,Stock,65.0,40,0,None
E00349,S005,Luis Emiliano Maya,Supervisor,120.0,40,0,None
E00350,S005,Angélica Caridad Partida Robles,Cashier,75.0,40,0,None
E00351,S005,Esteban Julio César Saldivar,Stock,65.0,40,0,None
E00352,S005,Lucía Yolanda Villaseñor,Cashier,75.0,40,0,None
E00353,S005,Nelly Eugenia Hernández Miranda,Customer Service,85.0,40,0,None
E00354,S005,Jonás Alfredo Carrión Solano,Floor,78.4,40,1,Cashier
E00355,S005,Sr. Teodoro Palomo,Cashier,75.0,40,0,None
E00356,S005,Eloy Díaz Jaimes,Customer Service,85.0,40,0,None
E00357,S005,Mario Beltrán,Cashier,75.0,40,0,None
E00358,S005,Bianca Valdivia,Floor,70.0,40,0,None
E00359,S005,Violeta Esperanza Pineda,Cashier,75.0,40,0,None
E00360,S005,Roberto Melgar Anguiano,Supervisor,120.0,40,0,None
E00361,S005,Gerardo Lozano Lovato,Floor,78.4,40,1,Cashier
E00362,S005,Bruno Quiñones Limón,Customer Service,85.0,40,0,None
E00363,S005,Julia Sandra Prado,Cashier,75.0,40,0,None
E00364,S005,Lorenzo Robles,Floor,70.0,40,0,None
E00365,S005,Timoteo Omar Aguilera Lerma,Cashier,75.0,40,0,None
E00366,S005,Roberto Pizarro,Cashier,75.0,40,0,None
E00367,S005,Lic. Ramón Carbajal,Customer Service,85.0,40,0,None
E00368,S005,Sofía Olga Nevárez Ponce,Stock,65.0,40,0,None
E00369,S005,Miriam Tania Ulibarri Lugo,Floor,70.0,40,0,None
E00370,S005,Esmeralda Estrada Tamez,Floor,70.0,40,0,None
E00371,S005,Renato Claudio Ureña Dávila,Cashier,75.0,40,0,None
E00372,S005,Inés Rocío Caraballo Cervantes,Supervisor,120.0,40,0,None
E00373,S005,Ing. María Luisa Valverde,Stock,65.0,40,0,None
E00374,S005,Reina Laureano,Customer Service,85.0,40,0,None
E00375,S005,Emilia Galván,Cashier,75.0,40,0,None
E00376,S005,Araceli Vergara,Cashier,75.0,40,0,None
E00377,S005,Pedro Mascareñas Bravo,Stock,65.0,40,0,None
E00378,S005,Mario José Carlos Gaytán Medrano,Cashier,84.0,40,1,Floor
E00379,S005,Gonzalo Jos Muñiz Rodarte,Cashier,75.0,40,0,None
E00380,S005,Bernardo Pedroza,Supervisor,120.0,40,0,None
E00381,S005,Octavio Tomás Salas,Cashier,75.0,40,0,None
E00382,S005,Irma Barbara Romero,Stock,65.0,40,0,None
E00383,S005,Verónica Barrientos Vázquez,Supervisor,120.0,40,0,None
E00384,S005,Abelardo Iván Espinoza,Cashier,75.0,40,0,None
E00385,S005,Benito Gregorio Canales Colunga,Stock,65.0,40,0,None
E00386,S005,Ricardo Durán,Floor,70.0,40,0,None
E00387,S005,Srita. Caridad Verduzco,Cashier,75.0,40,0,None
E00388,S005,Dra. Angélica Franco,Cashier,75.0,40,0,None
E00389,S005,Blanca Blanca Escobar Urrutia,Customer Service,85.0,40,0,None
E00390,S005,Lic. Alfredo Molina,Floor,70.0,40,0,None
